Data,Rainfall (mm/day),PET_PTaylor (mm/day),Flow (mm/day)
16/11/1989,0,2.9518,0.7016
17/11/1989,0,5.5308,0.8247
18/11/1989,0,6.6818,0.7999
19/11/1989,0,7.2106,0.7503
20/11/1989,3.3,4.1134,0.7016
21/11/1989,0,4.5363,0.7999
22/11/1989,24.3,3.1547,0.8247
23/11/1989,3.2,6.4193,0.7999
24/11/1989,3.1,6.2438,0.7503
25/11/1989,0,4.4291,0.6539
26/11/1989,4.6,6.7792,0.6061
27/11/1989,7,7.0216,0.7255
28/11/1989,7.4,6.1495,0.8247
29/11/1989,0,3.6798,0.8495
30/11/1989,0,2.7189,0.8247
01/12/1989,1,5.3129,0.7999
02/12/1989,0,3.6019,0.7503
03/12/1989,0,4.2076,0.7255
04/12/1989,0,6.3987,0.6777
05/12/1989,0,5.3897,0.6300
06/12/1989,0,5.4996,0.6061
07/12/1989,0,6.4730,0.6539
08/12/1989,0,6.6548,0.7503
09/12/1989,7.3,6.9353,0.7999
10/12/1989,5.1,7.3166,0.9275
11/12/1989,0,6.1516,0.8495
12/12/1989,0,6.7257,0.8495
13/12/1989,0,3.7770,0.7999
14/12/1989,1,2.7585,0.7503
15/12/1989,1.2,2.8530,0.7503
16/12/1989,0,3.3025,0.7503
17/12/1989,6.2,3.5995,0.7999
18/12/1989,53.7,3.5597,1.0010
19/12/1989,3.4,4.0778,1.2949
20/12/1989,0,6.7515,1.1479
21/12/1989,0,6.3445,0.9459
22/12/1989,0,4.6270,0.8991
23/12/1989,0,5.1341,0.8495
24/12/1989,0,5.1551,0.7999
25/12/1989,0,4.4598,0.7016
26/12/1989,0,2.7521,0.6539
27/12/1989,13.9,5.2285,0.7255
28/12/1989,48.2,5.9354,0.9275
29/12/1989,14.6,7.2217,1.5336
30/12/1989,1.2,7.2175,1.5336
31/12/1989,2.6,6.7829,1.2949
01/01/1990,12.9,3.9935,1.2030
02/01/1990,29,3.1271,1.3959
03/01/1990,0,2.5627,1.1755
04/01/1990,2.2,3.9228,1.1755
05/01/1990,9.1,5.9280,1.0561
06/01/1990,7.2,5.0235,1.1204
07/01/1990,9.4,2.9178,1.4602
08/01/1990,40.3,3.0417,2.1306
09/01/1990,19.7,4.6144,2.5346
10/01/1990,36.2,5.8497,4.2520
11/01/1990,7.6,4.3042,6.4376
12/01/1990,15.9,3.5534,7.1356
13/01/1990,9.7,3.0853,7.2366
14/01/1990,14.8,4.2357,7.4478
15/01/1990,18.8,6.3373,6.2723
16/01/1990,7.3,7.0170,1.9561
17/01/1990,4.1,4.3747,2.0387
18/01/1990,6.5,3.9959,2.2224
19/01/1990,10.7,4.0261,2.5346
20/01/1990,8.8,3.6490,2.6724
21/01/1990,12.6,6.9012,2.8469
22/01/1990,4.3,6.9453,4.3071
23/01/1990,0.9,6.9346,5.8591
24/01/1990,0,6.3865,2.9846
25/01/1990,6.5,6.1923,2.5806
26/01/1990,0,6.3530,2.1765
27/01/1990,0,7.2309,1.8367
28/01/1990,0.3,6.6801,1.5336
29/01/1990,0,6.9913,1.1755
30/01/1990,0,6.6241,0.9459
31/01/1990,0,5.4738,0.8991
01/02/1990,0,2.7052,0.8495
02/02/1990,0,3.7911,0.7999
03/02/1990,0,2.7195,0.7751
04/02/1990,0,4.7538,0.8495
05/02/1990,0,6.0326,0.7999
06/02/1990,0,6.6970,0.7016
07/02/1990,0,2.9829,0.6539
08/02/1990,0,6.9811,0.6539
09/02/1990,7.2,6.0507,0.7016
10/02/1990,11,6.0221,0.6539
11/02/1990,4.6,5.0536,0.7751
12/02/1990,11.7,7.0933,0.7999
13/02/1990,0,4.5008,0.7999
14/02/1990,1.7,4.4047,0.7016
15/02/1990,0,4.2792,0.6539
16/02/1990,0,4.8716,0.7503
17/02/1990,0,5.1768,0.8495
18/02/1990,2.9,3.8058,0.7999
19/02/1990,0,5.3881,0.7999
20/02/1990,0,6.2493,0.7016
21/02/1990,5.9,6.5903,0.6777
22/02/1990,23,5.6578,0.7999
23/02/1990,0,6.0125,0.8495
24/02/1990,1,6.0466,0.7999
25/02/1990,0.6,4.5645,0.7503
26/02/1990,0,5.2324,0.7016
27/02/1990,2.9,4.5783,0.7503
28/02/1990,0,2.3356,0.8247
01/03/1990,0,2.4657,0.7999
02/03/1990,36.3,2.5397,0.7503
03/03/1990,5.8,2.4190,0.6539
04/03/1990,9,2.5051,0.6539
05/03/1990,8.8,2.4946,0.6061
06/03/1990,3.3,2.6095,0.7016
07/03/1990,7.7,2.3854,0.6539
08/03/1990,2.9,3.1794,0.7503
09/03/1990,5.4,3.4807,0.7503
10/03/1990,0,4.4041,0.6539
11/03/1990,0,3.8804,0.6061
12/03/1990,3.7,3.3789,0.6539
13/03/1990,1.1,5.6140,0.7503
14/03/1990,20.3,3.4596,0.7503
15/03/1990,48.8,5.0034,0.8495
16/03/1990,1.9,4.2818,0.9459
17/03/1990,0,3.8750,0.8991
18/03/1990,2.4,3.0631,0.8247
19/03/1990,7.4,2.2460,0.8495
20/03/1990,5.2,4.2355,0.9459
21/03/1990,19.9,3.0202,0.8991
22/03/1990,8.4,2.0257,0.8991
23/03/1990,0,2.0775,0.8495
24/03/1990,0,3.1289,0.8247
25/03/1990,0,4.2614,0.7999
26/03/1990,0,4.4969,0.7751
27/03/1990,0,4.6914,0.8495
28/03/1990,2.9,3.2489,0.8495
29/03/1990,0,3.4422,0.8247
30/03/1990,0,4.0732,0.7999
31/03/1990,26.9,3.9497,0.8247
01/04/1990,0,5.0825,0.8495
02/04/1990,0,2.4381,0.8247
03/04/1990,0,2.0237,0.8743
04/04/1990,3,2.6862,0.8247
05/04/1990,4.9,3.4447,0.7999
06/04/1990,4.8,5.1723,0.8247
07/04/1990,6.3,3.8312,0.7751
08/04/1990,0,4.6624,0.7503
09/04/1990,0,4.3807,0.7751
10/04/1990,0,3.8487,0.7503
11/04/1990,0,4.7418,0.7016
12/04/1990,0,3.7368,0.7016
13/04/1990,0,2.4190,0.7503
14/04/1990,0,4.0933,0.7999
15/04/1990,0,3.5681,0.8247
16/04/1990,0,3.8159,0.8495
17/04/1990,0.2,3.5116,0.7999
18/04/1990,2.9,3.3472,0.7503
19/04/1990,0.4,2.8984,0.7255
20/04/1990,1.5,3.8626,0.6777
21/04/1990,8.2,4.4053,0.6539
22/04/1990,0,4.5596,0.7503
23/04/1990,0,4.1943,0.8247
24/04/1990,13.9,3.6587,0.9734
25/04/1990,17.6,2.9786,1.2949
26/04/1990,6.4,1.7480,1.2949
27/04/1990,0.5,1.7626,1.1479
28/04/1990,20.7,1.6462,1.0010
29/04/1990,1.8,3.7198,0.9275
30/04/1990,0,3.3443,0.8495
01/05/1990,0,1.9772,0.8495
02/05/1990,0,1.5860,0.6777
03/05/1990,0,3.0097,0.7999
04/05/1990,0,3.2924,0.7503
05/05/1990,0,3.0388,0.7751
06/05/1990,0,3.3750,0.7255
07/05/1990,0,3.4810,0.7016
08/05/1990,0,2.8516,0.7999
09/05/1990,0,3.2789,0.7999
10/05/1990,1,2.8924,0.7255
11/05/1990,1.6,2.8409,0.8247
12/05/1990,0,2.4667,0.8247
13/05/1990,0,2.6837,0.7503
14/05/1990,0.4,2.7530,0.7503
15/05/1990,2.9,3.0570,0.8495
16/05/1990,15.1,2.4637,0.8495
17/05/1990,8.3,2.7772,0.8247
18/05/1990,0,1.9357,0.7999
19/05/1990,0,1.8334,0.7503
20/05/1990,0,1.9686,0.7016
21/05/1990,0,2.1852,0.7016
22/05/1990,0,1.8675,0.7255
23/05/1990,0,1.8304,0.7751
24/05/1990,0,2.0583,0.8247
25/05/1990,0,2.0774,0.8247
26/05/1990,0,1.8971,0.8495
27/05/1990,0,1.8440,0.7999
28/05/1990,22.7,2.6107,0.8247
29/05/1990,7.9,2.8005,1.0837
30/05/1990,0,2.5776,1.3959
31/05/1990,3.2,2.5458,1.5979
01/06/1990,23.4,2.8736,1.4969
02/06/1990,0,2.5082,1.2581
03/06/1990,0,2.3823,1.0286
04/06/1990,0,2.5899,0.8247
05/06/1990,10.3,2.3486,0.8247
06/06/1990,0,2.5340,1.5336
07/06/1990,0,1.7449,1.5336
08/06/1990,0,2.1437,1.2581
09/06/1990,7.3,1.2883,1.1204
10/06/1990,0,1.3943,1.0561
11/06/1990,0,1.5999,0.9734
12/06/1990,0,1.9683,0.9275
13/06/1990,0,2.2210,0.8495
14/06/1990,5.2,2.1882,0.8991
15/06/1990,0,1.9664,0.9459
16/06/1990,0,1.8364,0.8991
17/06/1990,0,1.8086,0.8743
18/06/1990,0,2.0356,0.8247
19/06/1990,0,1.9891,0.7999
20/06/1990,9.9,2.1297,0.8991
21/06/1990,0,1.6768,1.1755
22/06/1990,0,1.6806,1.0561
23/06/1990,0,1.4472,0.9459
24/06/1990,0.5,1.8460,0.8991
25/06/1990,0,2.0618,0.8991
26/06/1990,0,1.8519,0.8743
27/06/1990,0,1.7595,0.8495
28/06/1990,0,2.0981,0.8247
29/06/1990,0,2.1209,0.7999
30/06/1990,0,2.1497,0.8247
01/07/1990,0,2.1927,0.7999
02/07/1990,0,1.8987,0.7503
03/07/1990,2.3,2.0368,0.7999
04/07/1990,11.9,1.5099,1.0286
05/07/1990,0,1.8618,1.0010
06/07/1990,0,2.0254,0.9459
07/07/1990,0,2.2681,0.8991
08/07/1990,0,2.4175,0.8743
09/07/1990,0,2.4142,0.8247
10/07/1990,0,2.3665,0.8495
11/07/1990,0,1.6507,0.7999
12/07/1990,0,1.8936,0.7503
13/07/1990,0,1.9727,0.7503
14/07/1990,0,2.2975,0.7503
15/07/1990,10.1,2.4244,0.8247
16/07/1990,23.2,2.4589,1.2306
17/07/1990,0.5,2.4618,1.4969
18/07/1990,50.8,2.7399,1.4602
19/07/1990,50.8,2.3886,6.1897
20/07/1990,45.3,1.9941,7.2366
21/07/1990,2.6,1.8941,7.4478
22/07/1990,0,1.0077,5.8591
23/07/1990,13.5,1.8001,2.3510
24/07/1990,8,2.2382,2.3969
25/07/1990,0,2.5914,2.3510
26/07/1990,0,2.7814,2.1306
27/07/1990,11.3,2.4166,1.7173
28/07/1990,0,1.7244,1.8000
29/07/1990,0,1.7631,1.6347
30/07/1990,0,1.6028,1.5612
31/07/1990,0,1.2304,1.4969
01/08/1990,0,1.9576,1.6347
02/08/1990,0,1.3121,1.8734
03/08/1990,0,1.3499,2.0387
04/08/1990,0,2.7450,1.9561
05/08/1990,0,2.5847,1.8000
06/08/1990,0,2.8271,1.6347
07/08/1990,0,2.7855,1.4969
08/08/1990,0,2.9178,1.3592
09/08/1990,0,2.0634,1.2581
10/08/1990,0,2.9621,1.1755
11/08/1990,0,3.3105,1.0561
12/08/1990,0,3.1433,0.9734
13/08/1990,0,3.0784,1.0010
14/08/1990,0,3.0472,1.1204
15/08/1990,7,3.0825,1.1479
16/08/1990,22.2,3.6166,1.5612
17/08/1990,0,3.3997,1.9102
18/08/1990,15.1,3.3373,2.5346
19/08/1990,18.5,3.0616,5.8591
20/08/1990,0.5,1.6438,3.9765
21/08/1990,0,1.4480,1.8367
22/08/1990,4.3,2.7923,1.4969
23/08/1990,1.5,1.8457,1.5336
24/08/1990,0,2.3897,1.4326
25/08/1990,5.7,2.5917,1.2949
26/08/1990,38.9,3.4125,1.3959
27/08/1990,7.9,3.9295,4.3622
28/08/1990,0,2.4495,3.9213
29/08/1990,0,2.9453,1.9102
30/08/1990,0,3.6099,1.5336
31/08/1990,4.7,1.8319,1.4326
01/09/1990,0,4.1858,1.4602
02/09/1990,0,3.7365,1.4326
03/09/1990,0,3.8266,1.3592
04/09/1990,11.8,3.8980,1.3224
05/09/1990,0,4.3613,1.4969
06/09/1990,13.9,4.1896,1.4326
07/09/1990,10.8,3.9434,1.5336
08/09/1990,0,3.8395,1.4969
09/09/1990,0,3.5019,1.4326
10/09/1990,0,2.8172,1.3592
11/09/1990,0,2.4470,1.3224
12/09/1990,53.9,4.9043,1.6806
13/09/1990,23.5,3.8583,4.0316
14/09/1990,0,3.6010,2.1765
15/09/1990,0,3.2778,1.8000
16/09/1990,0,2.8133,1.5612
17/09/1990,0,4.5893,1.4326
18/09/1990,0,4.6912,1.3959
19/09/1990,0.2,4.9167,1.3959
20/09/1990,0.3,4.9400,1.3959
21/09/1990,0,3.3862,1.3224
22/09/1990,25.2,4.8859,1.5979
23/09/1990,3.5,3.7000,1.6806
24/09/1990,0,2.7256,1.3959
25/09/1990,0,4.0914,1.2949
26/09/1990,0,4.2530,1.2581
27/09/1990,0,4.0056,1.2581
28/09/1990,9.9,4.6209,1.2030
29/09/1990,5.4,4.7916,1.4326
30/09/1990,0,4.9808,1.5336
01/10/1990,5.9,4.1990,1.3959
02/10/1990,12.2,2.7896,1.3592
03/10/1990,0,5.1202,1.2581
04/10/1990,0,5.5861,1.2030
05/10/1990,0,5.0027,1.1755
06/10/1990,0,5.2398,1.2030
07/10/1990,0,6.1679,1.1755
08/10/1990,3.7,3.2131,1.0837
09/10/1990,37.3,2.9077,1.0286
10/10/1990,6.9,4.5828,2.5806
11/10/1990,0,4.5524,1.6806
12/10/1990,7.4,4.9457,1.2581
13/10/1990,2.2,2.8314,1.2949
14/10/1990,23.3,2.4205,1.2949
15/10/1990,18.9,2.4869,1.4326
16/10/1990,0,2.1881,1.5612
17/10/1990,16.1,2.5117,1.6347
18/10/1990,4,5.2129,1.8000
19/10/1990,1.1,6.3622,1.7173
20/10/1990,0,6.4560,1.5612
21/10/1990,0,5.6359,1.4969
22/10/1990,0,4.9844,1.4326
23/10/1990,0,4.0467,1.3959
24/10/1990,0.6,5.6307,1.3224
25/10/1990,0.2,3.9852,1.2581
26/10/1990,0,4.0938,1.2030
27/10/1990,0,6.0905,1.1479
28/10/1990,0,6.6262,1.1479
29/10/1990,1.8,5.6361,1.1204
30/10/1990,20.7,2.6772,1.2306
31/10/1990,0.5,3.2816,1.2581
01/11/1990,2.4,7.2955,1.2306
02/11/1990,10.7,6.7251,1.2306
03/11/1990,0,7.0591,1.2306
04/11/1990,20.3,7.0696,1.1755
05/11/1990,15.6,5.8306,1.2949
06/11/1990,3.3,3.3482,1.2949
07/11/1990,0,2.9380,1.3592
08/11/1990,28.2,6.1182,1.3592
09/11/1990,10.9,6.4808,1.3224
10/11/1990,4.5,5.7917,1.8734
11/11/1990,0,4.6384,1.8734
12/11/1990,5.5,4.1968,1.7540
13/11/1990,0,4.3059,1.8000
14/11/1990,0,2.8311,1.4602
15/11/1990,0,3.7279,1.3959
16/11/1990,0,3.9884,1.3592
17/11/1990,0,6.5056,1.3224
18/11/1990,1.2,7.5153,1.2581
19/11/1990,1.3,7.0978,1.2949
20/11/1990,5.9,6.8517,1.2306
21/11/1990,0.1,7.2410,1.2030
22/11/1990,0,3.2923,1.1204
23/11/1990,0,5.7379,1.1204
24/11/1990,0,7.0231,1.0837
25/11/1990,1,6.8759,1.0286
26/11/1990,5.1,5.4675,0.9734
27/11/1990,0,6.9692,1.0837
28/11/1990,0,5.5820,1.0286
29/11/1990,0,4.7537,1.0837
30/11/1990,0,5.7745,1.0837
01/12/1990,0,5.5740,1.0561
02/12/1990,0,5.9413,1.0286
03/12/1990,0.2,6.4810,1.0286
04/12/1990,0.2,6.0872,1.0010
05/12/1990,0,5.7828,0.9734
06/12/1990,6.6,4.6732,1.0010
07/12/1990,3,6.0607,1.1204
08/12/1990,1.2,4.2192,1.1204
09/12/1990,0,2.4680,1.0837
10/12/1990,0,4.5985,1.0837
11/12/1990,0.2,7.6577,1.0837
12/12/1990,17.1,7.5130,1.0286
13/12/1990,3,6.7883,1.0561
14/12/1990,0,4.4274,1.0286
15/12/1990,0,5.0250,1.0286
16/12/1990,0,7.5743,1.0286
17/12/1990,0,7.0127,1.0286
18/12/1990,0,5.9177,1.0010
19/12/1990,0,7.2520,0.9734
20/12/1990,0,6.3817,0.9734
21/12/1990,0,7.2376,1.0010
22/12/1990,0,7.2654,0.9734
23/12/1990,0,7.0222,0.9734
24/12/1990,0,6.6299,0.9275
25/12/1990,0,5.5106,0.9734
26/12/1990,0,6.0799,0.9734
27/12/1990,0,5.2208,0.9734
28/12/1990,9.2,6.4555,0.9734
29/12/1990,0,4.3955,1.0010
30/12/1990,0,4.3115,0.9459
31/12/1990,0,2.6844,0.9275
01/01/1991,0,2.6338,0.9275
02/01/1991,0.3,5.8778,0.9734
03/01/1991,16.6,7.1346,0.9275
04/01/1991,0,6.6330,0.9275
05/01/1991,0,5.4206,0.8991
06/01/1991,2.2,5.8042,0.9275
07/01/1991,0,5.5548,0.9275
08/01/1991,0,4.8788,0.8743
09/01/1991,0,4.3916,0.9275
10/01/1991,18.2,2.7963,0.8991
11/01/1991,0.3,2.8170,1.0286
12/01/1991,0,4.1724,0.9275
13/01/1991,0,3.4339,0.8991
14/01/1991,2.3,4.2906,0.8743
15/01/1991,0,5.8923,0.8743
16/01/1991,23.4,3.2532,0.8743
17/01/1991,0,3.8803,0.8495
18/01/1991,0,3.5223,0.8247
19/01/1991,0,3.7531,0.8247
20/01/1991,0,2.7775,0.8247
21/01/1991,0,4.1050,0.8247
22/01/1991,15.7,4.8631,0.8247
23/01/1991,0,5.1644,0.8495
24/01/1991,4.7,2.9321,0.8247
25/01/1991,32.1,4.1234,1.0561
26/01/1991,11.9,3.1786,1.3224
27/01/1991,0,2.8254,1.2306
28/01/1991,0,3.0012,1.2030
29/01/1991,1.7,7.7272,1.1755
30/01/1991,12.3,7.0003,1.1755
31/01/1991,0,7.0208,1.1755
01/02/1991,0,7.0308,0.9459
02/02/1991,6.5,6.7676,0.8495
03/02/1991,9.5,7.3894,1.0010
04/02/1991,4.7,7.0308,0.9459
05/02/1991,0,6.7722,0.9275
06/02/1991,1.4,6.3110,0.8495
07/02/1991,46.8,6.5988,1.0286
08/02/1991,8,6.6471,4.1969
09/02/1991,5.4,5.0065,2.3051
10/02/1991,0,5.3882,1.9928
11/02/1991,0,4.2303,1.6347
12/02/1991,9.7,4.4082,1.0286
13/02/1991,0,3.0520,1.0010
14/02/1991,0,5.0616,0.9275
15/02/1991,0,5.5592,0.8743
16/02/1991,0,5.9901,0.8743
17/02/1991,53.2,6.4555,0.8743
18/02/1991,12.8,6.1893,3.3612
19/02/1991,0,4.5626,2.4428
20/02/1991,0,3.3526,1.2581
21/02/1991,0,4.6539,0.8991
22/02/1991,0,4.4985,0.8743
23/02/1991,0,4.9278,0.8743
24/02/1991,0,3.9841,0.8247
25/02/1991,0,4.0467,0.8247
26/02/1991,0,4.9658,0.8247
27/02/1991,0,3.6720,0.8247
28/02/1991,1.7,5.9908,0.8247
01/03/1991,4,6.6674,0.8991
02/03/1991,7.3,4.9882,0.9459
03/03/1991,5.2,6.0537,0.9459
04/03/1991,14.5,3.5646,0.8743
05/03/1991,18.9,5.6850,0.8991
06/03/1991,19.6,6.0441,1.4326
07/03/1991,2.4,6.1511,1.2581
08/03/1991,0.4,6.0478,0.9459
09/03/1991,0,5.3249,0.8991
10/03/1991,0,2.7270,0.8495
11/03/1991,14.3,5.2241,0.8495
12/03/1991,0.6,4.5812,1.0010
13/03/1991,4.4,6.1182,0.9734
14/03/1991,0,3.8803,0.8991
15/03/1991,0,4.9381,0.8495
16/03/1991,0,4.0849,0.8495
17/03/1991,0,2.4473,0.8247
18/03/1991,42,2.9607,0.8991
19/03/1991,0,6.0359,1.9102
20/03/1991,0,5.9045,0.8991
21/03/1991,26.5,5.5075,1.1755
22/03/1991,16.2,4.4197,1.9102
23/03/1991,0,4.7851,1.3592
24/03/1991,0,4.9902,0.9459
25/03/1991,0,4.8467,0.8991
26/03/1991,0,3.0044,0.8743
27/03/1991,0.8,4.1212,0.8743
28/03/1991,0.4,2.5347,0.8991
29/03/1991,0.5,2.8171,0.8743
30/03/1991,0,4.8697,0.8743
31/03/1991,5.1,3.6709,0.8991
01/04/1991,28.3,4.7917,0.9459
02/04/1991,0,4.5852,1.7173
03/04/1991,0,4.8705,1.0837
04/04/1991,0,4.5953,0.8991
05/04/1991,0,4.2649,0.8743
06/04/1991,0,4.3408,0.8247
07/04/1991,8.8,3.3323,1.0010
08/04/1991,6.6,4.3320,0.9459
09/04/1991,0,3.4851,0.8991
10/04/1991,0,3.6536,0.8743
11/04/1991,0,2.9674,0.8495
12/04/1991,0,4.2867,0.8247
13/04/1991,0,3.5730,0.8247
14/04/1991,0,4.4266,0.8247
15/04/1991,0,4.3530,0.7999
16/04/1991,0,3.8397,0.8495
17/04/1991,0,4.4171,0.8495
18/04/1991,9.6,4.6584,0.8743
19/04/1991,0.3,3.8842,0.8495
20/04/1991,0,3.3045,0.8247
21/04/1991,0,2.5968,0.8247
22/04/1991,0,1.6193,0.7999
23/04/1991,4.2,2.1759,0.7999
24/04/1991,10.4,3.7957,0.9275
25/04/1991,6.4,3.4473,0.9459
26/04/1991,0,3.3422,0.8991
27/04/1991,0,1.6646,0.8743
28/04/1991,0,2.3340,0.8247
29/04/1991,0,1.6033,0.8247
30/04/1991,0,1.5732,0.8247
01/05/1991,0,1.6464,0.7999
02/05/1991,0,3.1848,0.7999
03/05/1991,0,3.5957,0.7999
04/05/1991,0,3.3188,0.8247
05/05/1991,2.8,3.3895,0.8247
06/05/1991,2.3,2.9263,0.8495
07/05/1991,3,2.5724,0.8247
08/05/1991,0,3.1528,0.8247
09/05/1991,0,2.6812,0.7751
10/05/1991,0,3.0516,0.7751
11/05/1991,0,2.6367,0.7751
12/05/1991,0,2.3585,0.7751
13/05/1991,7.3,1.3885,0.7999
14/05/1991,29.6,1.6316,1.2030
15/05/1991,0,1.3574,1.6347
16/05/1991,0,1.3575,1.0837
17/05/1991,0.3,2.7983,0.8247
18/05/1991,0,2.9892,0.7999
19/05/1991,0,3.1270,0.7999
20/05/1991,0,2.8189,0.8247
21/05/1991,0,2.9744,0.8247
22/05/1991,0,2.8635,0.8247
23/05/1991,0,2.1212,0.8247
24/05/1991,0,2.3962,0.7751
25/05/1991,0,1.8470,0.7751
26/05/1991,0,2.1264,0.7751
27/05/1991,0,2.3116,0.7751
28/05/1991,0,2.0603,0.7751
29/05/1991,0,2.2403,0.7751
30/05/1991,0,2.5103,0.7751
31/05/1991,0,2.4220,0.7751
01/06/1991,0,2.2459,0.7503
02/06/1991,0,1.2314,0.7751
03/06/1991,0,2.1693,0.7751
04/06/1991,0,2.3401,0.7751
05/06/1991,4.5,2.4280,0.7751
06/06/1991,6.9,1.2593,0.9275
07/06/1991,11.8,1.1320,1.2030
08/06/1991,0,1.1382,1.0286
09/06/1991,0,1.1196,0.8991
10/06/1991,0,1.3918,0.8247
11/06/1991,0,1.6554,0.8247
12/06/1991,0,1.8778,0.7999
13/06/1991,0,2.0503,0.7751
14/06/1991,0,1.9247,0.7751
15/06/1991,0,1.9117,0.7751
16/06/1991,0,1.9733,0.7503
17/06/1991,0,2.2604,0.7503
18/06/1991,0,2.2105,0.7751
19/06/1991,14.9,1.5252,0.8743
20/06/1991,54.8,1.1657,1.8734
21/06/1991,3,1.2145,2.5346
22/06/1991,16.1,1.1689,2.1306
23/06/1991,0.3,1.2210,1.6347
24/06/1991,3,1.9118,1.1479
25/06/1991,0,2.0886,0.9275
26/06/1991,0,1.7185,0.8991
27/06/1991,0,2.4960,0.8743
28/06/1991,3.2,2.3352,0.8743
29/06/1991,0,1.6965,0.8495
30/06/1991,0,1.6004,0.8247
01/07/1991,0,1.7432,0.8495
02/07/1991,0,2.0186,0.8495
03/07/1991,0,1.9233,0.8247
04/07/1991,0,1.8601,0.8247
05/07/1991,0,1.6903,0.8247
06/07/1991,0,2.0612,0.7999
07/07/1991,0,2.2667,0.7999
08/07/1991,0,1.4633,0.7999
09/07/1991,0,1.6196,0.7999
10/07/1991,1.8,2.2374,0.8247
11/07/1991,0,1.9221,0.7999
12/07/1991,0,2.0598,0.7999
13/07/1991,0,1.2506,0.7999
14/07/1991,0,2.0856,0.7999
15/07/1991,0,2.0135,0.7999
16/07/1991,0,2.4825,0.7751
17/07/1991,0,1.2528,0.7751
18/07/1991,0,1.7173,0.7751
19/07/1991,0,2.1652,0.7751
20/07/1991,0,2.6736,0.7751
21/07/1991,0,2.5868,0.7503
22/07/1991,0,2.5035,0.7503
23/07/1991,0,1.8874,0.7503
24/07/1991,0,2.0710,0.7503
25/07/1991,0,2.2029,0.7503
26/07/1991,0,2.3524,0.7255
27/07/1991,0,2.7775,0.7255
28/07/1991,0,2.7202,0.7255
29/07/1991,0,2.6056,0.7255
30/07/1991,0,2.5189,0.7255
31/07/1991,0,2.3166,0.7255
01/08/1991,2.8,2.5718,0.7255
02/08/1991,0,1.9433,0.7255
03/08/1991,0,1.8754,0.7255
04/08/1991,0,2.5162,0.7255
05/08/1991,1.6,2.8656,0.7503
06/08/1991,0.2,2.7330,0.7255
07/08/1991,15.6,3.3913,0.7503
08/08/1991,18.1,3.1028,0.9275
09/08/1991,20.3,3.4911,1.0286
10/08/1991,16.9,3.6524,1.3959
11/08/1991,0.6,3.0958,1.6347
12/08/1991,0,2.8707,1.2306
13/08/1991,0,3.3433,0.9275
14/08/1991,0,3.5127,0.8247
15/08/1991,0,3.3030,0.7751
16/08/1991,0,2.8762,0.7751
17/08/1991,0,2.6874,0.7503
18/08/1991,0,3.4549,0.7255
19/08/1991,0,3.1306,0.7255
20/08/1991,0,3.7132,0.7255
21/08/1991,0,3.8646,0.7255
22/08/1991,0,3.6902,0.7255
23/08/1991,0,3.8498,0.7255
24/08/1991,0,3.7743,0.7255
25/08/1991,0,3.9023,0.7255
26/08/1991,0,3.3137,0.7255
27/08/1991,0,3.9173,0.7255
28/08/1991,0,3.6090,0.7255
29/08/1991,0,2.8360,0.7255
30/08/1991,0,3.9786,0.7255
31/08/1991,0,4.2154,0.7255
01/09/1991,0,3.9733,0.7255
02/09/1991,0,3.7920,0.7255
03/09/1991,0,3.7491,0.5584
04/09/1991,0,3.8654,0.4289
05/09/1991,0,4.0234,0.4096
06/09/1991,0,4.1209,0.4096
07/09/1991,0,4.1860,0.4096
08/09/1991,0,4.2334,0.3710
09/09/1991,0,4.1791,0.3710
10/09/1991,0,4.1991,0.3710
11/09/1991,0,4.2721,0.3903
12/09/1991,0,3.8755,0.4096
13/09/1991,0,4.3607,0.4096
14/09/1991,0,3.2748,0.4096
15/09/1991,0,4.7774,0.3710
16/09/1991,0,5.0994,0.3710
17/09/1991,0,5.2205,0.3710
18/09/1991,0.8,4.9122,0.3710
19/09/1991,0.1,4.2941,0.3710
20/09/1991,0,3.1611,0.3710
21/09/1991,0,2.8109,0.3710
22/09/1991,0,2.0810,0.3710
23/09/1991,2.3,4.7815,0.3710
24/09/1991,9.5,4.5381,0.3710
25/09/1991,4.8,2.2589,0.5584
26/09/1991,5.4,1.9811,0.7751
27/09/1991,4.4,2.0340,1.0286
28/09/1991,1.1,5.4569,0.9459
29/09/1991,6.3,5.3822,0.7999
30/09/1991,11.8,5.1734,0.6539
01/10/1991,0,4.8439,0.6061
02/10/1991,7,4.5370,0.6300
03/10/1991,0.7,4.6757,0.6061
04/10/1991,0,4.9832,0.6539
05/10/1991,13.4,4.6331,0.7999
06/10/1991,35.1,4.2541,0.7999
07/10/1991,0.5,5.0246,0.8991
08/10/1991,2.3,4.6350,0.6777
09/10/1991,30.5,4.9919,0.7016
10/10/1991,0,5.1041,1.2949
11/10/1991,0,4.2378,0.8247
12/10/1991,0,2.1656,0.6300
13/10/1991,0,2.3996,0.5345
14/10/1991,0,3.0694,0.5106
15/10/1991,0,4.9535,0.5106
16/10/1991,0,6.0430,0.4289
17/10/1991,26.9,4.4285,0.4289
18/10/1991,14,4.1334,1.6347
19/10/1991,0,5.4820,1.0837
20/10/1991,0,4.4312,0.6539
21/10/1991,0,4.8280,0.5584
22/10/1991,0,5.2984,0.5106
23/10/1991,0,6.2397,0.4867
24/10/1991,12.4,3.5175,0.4482
